PAR_CODE;PAR_OMS;CASnummer;parametergroup0;parametergroup1;parametergroup2;DATUM_STATUS;STATUS
ZOOPT_LABOSTRO;Laboea strobila;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;15-2-2013;Preferred name
ZOOPT_LACI;Lacinularia;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LACIFLOS;Lacinularia flosculosa;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LACR;Lacrymaria;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LACRACUT;Lacrymaria acuta;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LARY;Lacrymariidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LATH;Lathonura;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LATHRECT;Lathonura rectirostris;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LATO;Latona;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LATOSETI;Latona setifera;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LEAD;Lepadellidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LEAN;Lecanidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LECA;Lecane;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LECAACUS;Lecane acus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LECAAGUS;Lecane aguessei;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Synonym
ZOOPT_LECABULL;Lecane bulla;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LECABUST;Lecane bulla styrax;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Synonym
ZOOPT_LECACLOS;Lecane closterocerca;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LECACORN;Lecane cornuta;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LECADECI;Lecane decipiens;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LECAELSA;Lecane elsa;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LECAFLEX;Lecane flexilis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LECAFURC;Lecane furcata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LECAFUTH;Lecane furcata thetis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Synonym
ZOOPT_LECAHAMA;Lecane hamata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LECAINOP;Lecane inopinata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LECAINTR;Lecane intrasinuata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LECALUBA;Lecane luna balatonica;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Synonym
ZOOPT_LECALUCO;Lecane lunaris constricta;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Synonym
ZOOPT_LECALUDI;Lecane ludwigii;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LECALULT;Lecane ludwigii laticaudata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LECALULU;Lecane lunaris lunaris;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LECALUNA;Lecane luna;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LECALURI;Lecane lunaris;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LECAMONO;Lecane monostyla;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LECANANA;Lecane nana;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LECAPUNC;Lecane punctata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LECAQUAD;Lecane quadridentata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LECARHOP;Lecane rhopalura;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LECASTIC;Lecane stichaea;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LECASTIN;Lecane stichaea intrasinuata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Synonym
ZOOPT_LECASTOK;Lecane stokesi;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LECASTYR;Lecane styrax;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LECASULC;Lecane sulcata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LECATUDI;Lecane tudicola;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LEDO;Leptodora;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LEDOHYAL;Leptodora hyalina;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Synonym
ZOOPT_LEDOKIND;Leptodora kindtii;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LEEA;Leegaardiellina;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LEEG;Leegaardiella;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LEEGOVAL;Leegaardiella ovalis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;4-9-2012;Preferred name
ZOOPT_LEEGSOL;Leegaardiella sol;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;22-2-2013;Preferred name
ZOOPT_LEGA;Leegaardiellidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LEOD;Leptodoridae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LEPA;Lepadella;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LEPAACUM;Lepadella acuminata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LEPABILO;Lepadella biloba;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LEPAMONO;Lepadella monodactyla;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LEPAOVAL;Lepadella ovalis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LEPAPABI;Lepadella patella biloba;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Synonym
ZOOPT_LEPAPATL;Lepadella patella;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LEPAQUAD;Lepadella quadricarinata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LEPARHDE;Lepadella rhomboides;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LEPARHDU;Lepadella rhomboidula;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LEPATRIP;Lepadella triptera;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LEPO;Leptodorida;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LESQ;Lesquereusia;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LESQMODE;Lesquereusia modesta;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LESQSPIR;Lesquereusia spiralis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LESU;Lesquereusiidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LEYD;Leydigia;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LEYDACAN;Leydigia acanthocercoides;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LEYDLEYD;Leydigia leydigi;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LEYDQUAD;Leydigia quadrangularis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Synonym
ZOOPT_LIEB;Lieberkuehnia;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LIEBWAGE;Lieberkuehnia wageneri;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LIOS;Litostomatea;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LITN;Litonotidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LITO;Litonotus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LOCH;Lophocharis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LOCHOXYS;Lophocharis oxysternon;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_LOCHSALP;Lophocharis salpina;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LOHA;Lohmanniellina;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LOHM;Lohmanniella;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LOHMOVIF;Lohmanniella oviformis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LOMA;Lohmanniellidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_LOOS;Lobosea;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MACY;Macrocyclops;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MACYALBI;Macrocyclops albidus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MACYDIST;Macrocyclops distinctus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_MAOT;Macrothricidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MATH;Macrothrix;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MATHHIRS;Macrothrix hirsuticornis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MATHLATI;Macrothrix laticornis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MATHROSE;Macrothrix rosea;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MAXI;Maxillopoda;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;11-1-2012;Preferred name
ZOOPT_MEDI;Mesodinium;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;22-2-2013;Preferred name
ZOOPT_MEDIPULE;Mesodinium pulex;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;22-2-2013;Preferred name
ZOOPT_MEGF;Megafenestra;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MEGFAURI;Megafenestra aurita;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MELI;Metacylis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_MELILUCA;Metacylis lucasensis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_MELO;Mesocyclops;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MELOHYAL;Mesocyclops hyalinus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Synonym
ZOOPT_MELOLEUC;Mesocyclops leuckarti;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MEOD;Mesodiniidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MEOP;Metopidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_MERI;Metridinidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_META;Metacyclops;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_METAGRAC;Metacyclops gracilis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_METO;Metopus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_METR;Metridia;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_METRLONG;Metridia longa;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_MEYC;Megacyclops;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MEYCGIGA;Megacyclops gigas;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_MEYCVIRI;Megacyclops viridis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MEYL;Metacylididae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_MEYS;Metacystidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_MICC;Microchlamyiidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MICH;Microchlamys;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MICHPATE;Microchlamys patella;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MICY;Microcyclops;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MICYBICO;Microcyclops bicolor;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Synonym
ZOOPT_MICYGRAC;Microcyclops gracilis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Synonym
ZOOPT_MICYVARI;Microcyclops varicans;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MIDI;Microcodides;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_MISE;Microsetella;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_MISENORV;Microsetella norvegica;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_MOBI;Mobilida;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MOIN;Moina;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MOINBRAC;Moina brachiata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MOINMACR;Moina macrocopa;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MOINMICR;Moina micrura;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MOINRECT;Moina rectirostris;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;18-2-2013;Synonym
ZOOPT_MOMA;Monommata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MOMAAEQU;Monommata aequalis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_MOMALONG;Monommata longiseta;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_MOND;Monadofilosa;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;11-1-2012;Preferred name
ZOOPT_MONG;Monogononta;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MONI;Moinidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MOOD;Monodinium;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MOODBALB;Monodinium balbianii;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MOSP;Monospilus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MOSPDISP;Monospilus dispar;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MYLI;Mytilinidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MYNE;Myrionecta;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;22-2-2013;Preferred name
ZOOPT_MYNERUBR;Myrionecta rubra;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MYTI;Mytilina;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MYTIBISU;Mytilina bisulcata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MYTIBREV;Mytilina brevispina;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Synonym
ZOOPT_MYTICRAS;Mytilina crassipes;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_MYTIMUCR;Mytilina mucronata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MYTIMUSP;Mytilina mucronata spinigera;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_MYTIVEBR;Mytilina ventralis brevispina;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MYTIVEMA;Mytilina ventralis macracantha;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Synonym
ZOOPT_MYTIVENT;Mytilina ventralis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MYTIVEVE;Mytilina ventralis ventralis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_MYZZ;Myzozoa;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;10-1-2014;Preferred name
ZOOPT_NASO;Nassophorea;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_NEBE;Nebela;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_NEBEAMER;Nebela americana;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_NEBECOLL;Nebela collaris;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_NEBEMARG;Nebela marginata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_NEEL;Nebelidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_NEOO;Neocopepoda;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_NOMA;Notommata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_NOMAAURI;Notommata aurita;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_NOMATRIP;Notommata tripus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_NOOM;Notommatidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_NOTH;Notholca;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_NOTHACEX;Notholca acuminata extensa;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_NOTHACUM;Notholca acuminata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_NOTHBIPA;Notholca bipalium;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;21-2-2013;Preferred name
ZOOPT_NOTHCAUD;Notholca caudata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_NOTHFOLI;Notholca foliacea;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_NOTHINTE;Notholca intermedia;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_NOTHJAPO;Notholca japonica;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_NOTHLABI;Notholca labis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_NOTHLIEP;Notholca liepetterseni;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_NOTHSALI;Notholca salina;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_NOTHSQUA;Notholca squamula;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_NOTHSTRI;Notholca striata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_NUAR;Nuclearia;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;11-2-2014;Preferred name
ZOOPT_NUARZONA;Nuclearia zonatus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;11-2-2014;Preferred name
ZOOPT_OIHO;Oithonidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_OITH;Oithona;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_OITHHELG;Oithona helgolandica;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_OLIG;Oligohymenophorea;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_OLIO;Oligotrichia;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_ONYC;Onychopoda;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_OPER;Opercularia;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_OPERCOAR;Opercularia coarctata;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_OPRC;Operculariidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_OSTR;Ostracoda;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_OXTR;Oxytrichidae;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_OXYU;Oxyurella;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_OXYUTENU;Oxyurella tenuicaudis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_PAAA;Paracandona;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_PACY;Paracyclops;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
ZOOPT_PACYAFFI;Paracyclops affinis;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;2-11-2009;Preferred name
ZOOPT_PACYFIMB;Paracyclops fimbriatus;NVT;ECOLOGISCH;MICROFAUNA;ZOOPLANKTON;25-11-2008;Preferred name
