PAR_CODE;PAR_OMS;CASnummer;parametergroup0;parametergroup1;parametergroup2;DATUM_STATUS;STATUS
botzr;boterzuur;107-92-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
1C1oxC3ol;1-methoxy-2-propanol;107-98-2;FYSISCH-CHEMISCH;ChemischeStof;;6-7-2013;Gepubliceerd
tilmcsne;tilmicosine;108050-54-0;FYSISCH-CHEMISCH;ChemischeStof;;17-11-2012;Gepubliceerd
vinactt;vinylacetaat;108-05-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
24DC1yC5a;2,4-dimethylpentaan;108-08-7;FYSISCH-CHEMISCH;ChemischeStof;;6-7-2013;Gepubliceerd
4C1y2C5on;4-methyl-2-pentanon (MIBK);108-10-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
4C1y2C5ol;4-methyl-2-pentanol;108-11-2;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
guaztne;guazatine;108173-90-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
DiC3yAe;diisopropylamine;108-18-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
DiC3yEtr;diisopropylether;108-20-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
iC3yactt;isopropylacetaat;108-21-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
25furDon;2,5-furaandion;108-31-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
13xyln;1,3-xyleen;108-38-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
mcresl;m-cresol;108-39-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
3ClTol;3-chloortolueen;108-41-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
3ClAn;3-chlooraniline;108-42-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
3ClFol;3-chloorfenol;108-43-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
3C1yAn;3-methylaniline;108-44-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
13DAoBen;1,3-diaminobenzeen;108-45-2;FYSISCH-CHEMISCH;ChemischeStof;;28-1-2014;Gepubliceerd
13DHOxBen;1,3-dihydroxybenzeen;108-46-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
24DC1yprdne;2,4-dimethylpyridine;108-47-4;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
26DC1yprdne;2,6-dimethylpyridine;108-48-5;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
Dcfande;dichlofluanide;1085-98-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
DClDiC3yEtr;2,2'-Dichloordiisopropyl ether;108-60-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PGMEA;propyleenglycolmonomethyletheracetaat;108-65-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
135TC1yBen;1,3,5-trimethylbenzeen;108-67-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
35DC1yFol;3,5-dimethylfenol;108-68-9;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
35DC1yAn;3,5-dimethylaniline;108-69-0;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
135TClBen;1,3,5-trichloorbenzeen;108-70-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
246TC1yprdne;2,4,6-trimethylpyridine;108-75-8;FYSISCH-CHEMISCH;ChemischeStof;;11-4-2014;Gepubliceerd
CNuzCl;cyanuurzuurchloride;108-77-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
26DC1y4C7on;2,6-dimethyl-4-heptanon;108-83-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
BrBen;broombenzeen;108-86-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
C1yccC6a;methylcyclohexaan;108-87-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
Tol;tolueen;108-88-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
ClBen;chloorbenzeen;108-90-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
cycC6ol;cyclohexanol;108-93-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
cycC6on;cyclohexanon;108-94-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
Fol;fenol;108-95-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
3C1yprdne;3-methylpyridine;108-99-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
2C1yprdne;2-methylpyridine;109-06-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
valrazr;valeriaanzuur;109-52-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
ipropxC2ol;isopropoxyethanol;109-59-1;FYSISCH-CHEMISCH;ChemischeStof;;6-7-2013;Gepubliceerd
C3yactt;propylacetaat;109-60-4;FYSISCH-CHEMISCH;ChemischeStof;;28-8-2011;Gepubliceerd
C5a;pentaan;109-66-0;FYSISCH-CHEMISCH;ChemischeStof;;28-8-2011;Gepubliceerd
1AoC4a;1-aminobutaan;109-73-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
malnntl;malononitril;109-77-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
1C4atol;1-butaanthiol;109-79-5;FYSISCH-CHEMISCH;ChemischeStof;;16-10-2014;Gepubliceerd
2HOxC2yhdzne;2-hydroxyethylhydrazine;109-84-2;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
2C1oxC2ol;2-methoxyethanol;109-86-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
DC1oxC1a;dimethoxymethaan;109-87-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
DC2yAe;diethylamine;109-89-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
T4Hfrn;tetrahydrofuraan;109-99-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
T4Htofn;tetrahydrothiofeen;110-01-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
virgnamcne;virginiamycine;11006-76-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
5C1y2C6on;5-methyl-2-hexanon;110-12-3;FYSISCH-CHEMISCH;ChemischeStof;;6-7-2013;Gepubliceerd
iC4yactt;iso-butylacetaat;110-19-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
mepnprm;mepanipyrim;110235-47-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
sorbnzr;sorbinezuur;110-44-1;FYSISCH-CHEMISCH;ChemischeStof;;6-7-2013;Gepubliceerd
Dmtmf;dimethomorf;110488-70-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
C6a;hexaan;110-54-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
14DClC4a;1,4-dichloorbutaan;110-56-5;FYSISCH-CHEMISCH;ChemischeStof;;28-1-2014;Gepubliceerd
t14DCl2C4e;trans-1,4-dichloor-2-buteen;110-57-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
14C4aDAe;1,4-butaandiamine;110-60-1;FYSISCH-CHEMISCH;ChemischeStof;;28-1-2014;Gepubliceerd
C5al;pentanal (n-valeraldehyde);110-62-3;FYSISCH-CHEMISCH;ChemischeStof;;6-7-2013;Gepubliceerd
14C4aDol;1,4-butaandiol;110-63-4;FYSISCH-CHEMISCH;ChemischeStof;;28-1-2014;Gepubliceerd
1C5atol;1-pentaanthiol;110-66-7;FYSISCH-CHEMISCH;ChemischeStof;;13-11-2014;Gepubliceerd
2C2oxC2ol;2-ethoxyethanol;110-80-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
cycC6a;cyclohexaan;110-82-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
DC2yeDAe;diethyleendiamine;110-85-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
pyrdne;pyridine;110-86-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
TOxC1ye;trioxymethyleen;110-88-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
morflne;morfoline;110-91-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
C4yC16aoat;butylhexadecanoaat;111-06-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
C7azr;heptaanzuur;111-14-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
C2oxC2yactt;ethoxyethylacetaat;111-15-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
1C6Ol;1-hexanol;111-27-3;FYSISCH-CHEMISCH;ChemischeStof;;6-7-2013;Gepubliceerd
omtat;omethoaat;1113-02-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
glutAh;glutaaraldehyde;111-30-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
DC2yeTAe;diethyleentriamine;111-40-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
azdrtn;azadirachtin;11141-17-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
DC2olAe;diethanolamine;111-42-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
22DClDC2yEtr;2,2-dichloordiethylether;111-44-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
DC2yegcl;diethyleenglycol;111-46-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
peblt;pebulaat;1114-71-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
propqzfp;propaquizafop;111479-05-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
HCFK225eb;1,1-dichloor-1,2,3,3,3-pentafluorpropaan;111512-56-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
C2yebDtocbmt;ethyleenbisdithiocarbamaat;111-54-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
C8a;octaan;111-65-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
1C7al;1-heptanal;111-71-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
MC-RR;microcystine-RR;111755-37-4;FYSISCH-CHEMISCH;ChemischeStof;;27-8-2011;Gepubliceerd
2C4oxC2ol;2-butoxyethanol;111-76-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
C9a;nonaan;111-84-2;FYSISCH-CHEMISCH;ChemischeStof;;6-7-2013;Gepubliceerd
1AoC8a;1-aminooctaan;111-86-4;FYSISCH-CHEMISCH;ChemischeStof;;28-1-2014;Gepubliceerd
1C8ol;1-octanol;111-87-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
bis2ClC2oxC1;bis(2-chloorethoxy)methaan;111-91-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
DC4yAe;dibutylamine;111-92-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
bis2C1oxC2yE;bis(2-methoxyethyl)ether;111-96-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
quetpne;quetiapine;111974-69-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
33DC1oxbzdnH;3,3'-dimethoxybenzidinehydrochloride;111984-09-9;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
thiacpd;thiacloprid;111988-49-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
nicsfrn;nicosulfuron;111991-09-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
C11a;undecaan;1120-21-4;FYSISCH-CHEMISCH;ChemischeStof;;6-7-2013;Gepubliceerd
C9azr;nonaanzuur;112-05-0;FYSISCH-CHEMISCH;ChemischeStof;;28-8-2011;Gepubliceerd
C3astn;propaansulton;1120-71-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
2C4oxC2yactt;2-butoxyethylacetaat;112-07-2;FYSISCH-CHEMISCH;ChemischeStof;;21-1-2014;Gepubliceerd
C4ygcactt;butylglycolacetaat;112-07-2;FYSISCH-CHEMISCH;ChemischeStof;;6-7-2013;Gepubliceerd
2C11on;2-undecanon;112-12-9;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
Tazmt;triazamaat;112143-82-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
NNDC1y1C12aA;N,N-dimethyl-1-dodecaanamine;112-18-5;FYSISCH-CHEMISCH;ChemischeStof;;19-10-2013;Gepubliceerd
halfnzde;halofenozide;112226-61-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
TC2yeT4Ae;triethyleentetramine;112-24-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
TC2yegcl;triethyleenglycol;112-27-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
T4cnzl;tetraconazool;112281-77-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
22C4oxC2oxC2;2-(2-butoxyethoxy)ethanol;112-34-5;FYSISCH-CHEMISCH;ChemischeStof;;29-1-2014;Gepubliceerd
C11azr;undecaanzuur;112-37-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
C11ezr;undeceenzuur;112-38-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
danfxcn;danofloxacin;112398-08-0;FYSISCH-CHEMISCH;ChemischeStof;;29-5-2014;Gepubliceerd
C12a;dodecaan;112-40-3;FYSISCH-CHEMISCH;ChemischeStof;;6-7-2013;Gepubliceerd
tebfnzde;tebufenozide;112410-23-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
NccC6yacAd;N-cyclohexylacetamide;1124-53-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
25811T4OaC12;2,5,8,11-tetraoxadodecaan;112-49-2;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
4Ooifrn;4-oxoisoforon;1125-21-9;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
T4C2yePeAe;tetraethyleenpentamine;112-57-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
olinzr;oleinezuur;112-80-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
C22azr;docosaanzuur;112-85-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
metcb;metolcarb;1129-41-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
1iCNC18a;1-isocyanaat-octadecaan;112-96-9;FYSISCH-CHEMISCH;ChemischeStof;;21-1-2014;Gepubliceerd
fluccxrn;flucycloxuron;113036-88-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
cycnlde;cyclanilide;113136-77-9;FYSISCH-CHEMISCH;ChemischeStof;;21-1-2014;Gepubliceerd
fenoxppP;fenoxaprop-P;113158-40-0;FYSISCH-CHEMISCH;ChemischeStof;;21-1-2014;Gepubliceerd
cycat;cycloaat;1134-23-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
C8ybccC7eDcb;octylbicyclohepteendicarboximide;113-48-4;FYSISCH-CHEMISCH;ChemischeStof;;27-8-2011;Gepubliceerd
Clptxne;chloorprothixene;113-59-7;FYSISCH-CHEMISCH;ChemischeStof;;17-11-2012;Gepubliceerd
befbtAd;beflubutamide;113614-08-7;FYSISCH-CHEMISCH;ChemischeStof;;12-5-2012;Gepubliceerd
ertmcne;erytromycine;114-07-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
propxr;propoxur;114-26-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
imzmx;imazamox;114311-32-9;FYSISCH-CHEMISCH;ChemischeStof;;21-1-2014;Gepubliceerd
fenbcnzl;fenbuconazool;114369-43-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
clodnfp;clodinafop;114420-56-3;FYSISCH-CHEMISCH;ChemischeStof;;21-1-2014;Gepubliceerd
lostan;losartan;114798-26-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
doctxl;docetaxel;114977-28-5;FYSISCH-CHEMISCH;ChemischeStof;;30-10-2014;Gepubliceerd
1C3e;1-propeen;115-07-1;FYSISCH-CHEMISCH;ChemischeStof;;28-1-2014;Gepubliceerd
DC1yEtr;dimethylether;115-10-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
HETzr;HETzuur;115-28-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
endsfn;endosulfan (som alfa- en beta-isomeer);115-29-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
Dcfl;dicofol;115-32-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
TFyPO4;trifenylfosfaat;115-86-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
fensfton;fensulfothion;115-90-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
cytoat;cythioaat;115-93-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
T2ClC2yPO4;tri(2-chloorethyl)fosfaat;115-96-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
alDcb;aldicarb;116-06-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
T4FC2e;tetrafluoretheen;116-14-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
HFC3ye;hexafluorpropyleen;116-15-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
bromcnzl;bromuconazool;116255-48-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
T4Dfn;tetradifon;116-29-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
PBDE209;2,2',3,3',4,4',5,5',6,6'-decabroomdiphenylether;1163-19-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
CDMBP;4-chloor-3',4'-dimethoxybenzofenon;116412-83-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
dulxtne;duloxetine;116539-59-4;FYSISCH-CHEMISCH;ChemischeStof;;17-11-2012;Gepubliceerd
tecnzn;tecnazeen;117-18-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
picxsbn;picoxystrobin;117428-22-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
2Aoatcnn;2-aminoanthrachinon;117-79-3;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
DEHP;bis(2-ethylhexyl)ftalaat (DEHP);117-81-7;FYSISCH-CHEMISCH;ChemischeStof;;9-6-2011;Gepubliceerd
DC8yFt;dioctylftalaat;117-84-0;FYSISCH-CHEMISCH;ChemischeStof;;9-6-2011;Gepubliceerd
amdTzinzr;amidotrizoÃ¯nezuur;117-96-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
spirxmne;spiroxamine;118134-30-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
nodlrn;nodularin;118399-22-7;FYSISCH-CHEMISCH;ChemischeStof;;27-8-2011;Gepubliceerd
tftn;transfluthrin;118712-89-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
HCB;hexachloorbenzeen;118-74-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
chloranl;chloranil;118-75-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
246TBrFol;2,4,6-tribroomfenol;118-79-6;FYSISCH-CHEMISCH;ChemischeStof;;31-1-2014;Gepubliceerd
TNT;2,4,6-trinitrotolueen (TNT);118-96-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
pyrdfton;pyridafention;119-12-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
tebfprd;tebufenpyrad;119168-77-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
Peglyme;pentaglyme;1191-87-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
45DCl3H12Dto;4,5-dichloor-3H-1,2-dithiool-3-on;1192-52-5;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
2actfrn;2-acetylfuran;1192-62-7;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
4C1y3NO2An;4-methyl-3-nitroaniline;119-32-4;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
2NO2pcsl;2-nitro-p-cresol;119-33-5;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
Dfncnzl;difenoconazool;119446-68-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
Dcbnl;dichlobenil;1194-65-6;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
icrdn;icaridin;119515-38-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
benzfnn;benzofenon;119-61-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
1234T4HNaf;1,2,3,4-tetrahydronaftaleen;119-64-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
iqnlne;isoquinoline;119-65-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
2NO2DFyAe;2-nitrodifenylamine;119-75-5;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
emmtn;emamectin;119791-41-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
24DC1yqnlne;2,4-dimethylquinoline;1198-37-4;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
33DC1oxbzdne;3,3'-dimethoxybenzidine;119-90-4;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
33DC1ybzdne;3,3'-dimethylbenzidine;119-93-7;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
crocdlt;crocidoliet (blauwe asbest);12001-28-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
chrystl;chrysotiel (witte asbest);12001-29-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
TClBen;trichloorbenzeen;12002-48-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
fipnl;fipronil;120068-37-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
Na2B8O13;dinatriumoctaboraat;12008-41-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
cyazfAd;cyazofamide;120116-88-3;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
Ant;antraceen;120-12-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
azsfrn;azimsulfuron;120162-55-2;FYSISCH-CHEMISCH;ChemischeStof;;21-1-2014;Gepubliceerd
Clfn;chlorofeen;120-32-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
24DP;2,4-dichloorfenoxypropionzuur;120-36-5;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
C12aAdNNb2Ho;dodecaanamide N,N-bis2-hydroxyethyl;120-40-1;FYSISCH-CHEMISCH;ChemischeStof;;21-1-2014;Gepubliceerd
benzbzat;benzylbenzoaat;120-51-4;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
piprnl;piperonal;120-57-0;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
MgP;magnesiumfosfide;12057-74-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
isfl;isosafrol;120-58-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
5C1yoansdne;5-methyl-o-anisidine;120-71-8;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
propnb;propineb;12071-83-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
indl;indol;120-72-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
nitprm;nitenpyram;120738-89-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
2C1ybztazl;2-methylbenzothiazool;120-75-2;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
22DbztazDS;2,2-dibenzothiazyldisulfide;120-78-5;FYSISCH-CHEMISCH;ChemischeStof;;21-1-2014;Gepubliceerd
12DHOxBen;1,2-dihydroxybenzeen;120-80-9;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
124TClBen;1,2,4-trichloorbenzeen;120-82-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
24DClFol;2,4-dichloorfenol;120-83-2;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
amdsfrn;amidosulfuron;120923-37-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
fenzqn;fenazaquin;120928-09-8;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
2ttC4y4C1oxF;2-tert-butyl-4-methoxyfenol;121-00-6;FYSISCH-CHEMISCH;ChemischeStof;;21-1-2014;Gepubliceerd
24DNO2Tol;2,4-dinitrotolueen;121-14-2;FYSISCH-CHEMISCH;ChemischeStof;;10-5-2014;Gepubliceerd
pyrtnI;pyrethrin I;121-21-1;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
zinb;zineb;12122-67-7;FYSISCH-CHEMISCH;ChemischeStof;;8-6-2011;Gepubliceerd
